INDEX PR_0 PR_1 PR_2
chr3_152478859_152479194_MACS_peak_22355 0.7500 0.1786 0.0714
chr3_152498915_152499115_MACS_peak_22356 0.9464 0.0179 0.0357
chr3_152568718_152568918_MACS_peak_22358 0.9464 0.0179 0.0357
chr3_152569343_152569543_MACS_peak_22359 0.9286 0.0179 0.0536
chr3_152667865_152668065_MACS_peak_22360 0.9821 0.0179 0.0000
chr3_152714043_152714608_MACS_peak_22361 0.8393 0.0179 0.1429
chr3_152714147_152714542_MACS_peak_13119 0.8571 0.0179 0.1250
chr3_152912098_152912856_MACS_peak_22363 0.6071 0.0536 0.3393
chr3_152912187_152912835_MACS_peak_13120 0.6071 0.0536 0.3393
chr3_152919115_152919315_MACS_peak_22364 0.9643 0.0000 0.0357
chr3_152928643_152928918_MACS_peak_22366 0.8571 0.0714 0.0714
chr3_152944849_152945138_MACS_peak_13121 1.0000 0.0000 0.0000
chr3_152951895_152952308_MACS_peak_22367 0.8750 0.0536 0.0714
chr3_152979584_152980095_MACS_peak_22369 0.7500 0.0357 0.2143
chr3_153240252_153240656_MACS_peak_22370 0.8929 0.0714 0.0357
chr3_153276337_153276537_MACS_peak_22371 0.9286 0.0179 0.0536
chr3_153396624_153396824_MACS_peak_22373 0.9643 0.0000 0.0357
chr3_153566405_153566605_MACS_peak_22375 0.9107 0.0357 0.0536
chr3_153605616_153605816_MACS_peak_22376 0.4821 0.0357 0.4821
chr3_153663061_153663261_MACS_peak_13123 1.0000 0.0000 0.0000
chr3_153712197_153712450_MACS_peak_22378 0.9464 0.0179 0.0357
chr3_153724803_153725336_MACS_peak_22380 0.6964 0.1250 0.1786
chr3_153725212_153725419_MACS_peak_13124 0.8571 0.0357 0.1071
chr3_153792018_153792297_MACS_peak_22383 0.7500 0.1071 0.1429
chr3_153817473_153817879_MACS_peak_22384 0.8036 0.0357 0.1607
chr3_153895471_153895864_MACS_peak_13125 0.8036 0.0179 0.1786
chr3_153895628_153895949_MACS_peak_22387 0.8036 0.0357 0.1607
chr3_153897294_153897566_MACS_peak_22388 0.8571 0.0000 0.1429
chr3_153938908_153939108_MACS_peak_22390 0.9643 0.0000 0.0357
chr3_153944032_153944927_MACS_peak_22391 0.4286 0.0179 0.5536
chr3_153944368_153944940_MACS_peak_13127 0.4821 0.0357 0.4821
chr3_153973515_153973715_MACS_peak_22392 0.9643 0.0357 0.0000
chr3_154596573_154597331_MACS_peak_13132 0.5357 0.1250 0.3393
chr3_154885165_154885365_MACS_peak_22398 0.9286 0.0179 0.0536
chr3_155488789_155488989_MACS_peak_13135 1.0000 0.0000 0.0000
chr3_155901810_155902134_MACS_peak_22402 0.9643 0.0000 0.0357
chr3_157316707_157316914_MACS_peak_22406 0.7500 0.2143 0.0357
chr3_157450108_157450370_MACS_peak_22407 0.9643 0.0179 0.0179
chr3_157566909_157567109_MACS_peak_13138 0.9821 0.0179 0.0000
chr3_157575528_157576362_MACS_peak_22409 0.4821 0.0714 0.4464
chr3_157616824_157617162_MACS_peak_22410 0.8571 0.0357 0.1071
chr3_157617050_157617313_MACS_peak_13139 0.8929 0.0714 0.0357
chr3_157925148_157925383_MACS_peak_13141 1.0000 0.0000 0.0000
chr3_157938541_157938901_MACS_peak_22413 0.8036 0.0714 0.1250
chr3_157998828_157999158_MACS_peak_22415 0.8750 0.0536 0.0714
chr3_158008615_158008823_MACS_peak_22416 0.6786 0.1786 0.1429
chr3_158031438_158031907_MACS_peak_22417 0.7143 0.0536 0.2321
chr3_158036360_158037005_MACS_peak_22418 0.8214 0.0357 0.1429
chr3_158036377_158036836_MACS_peak_13143 0.8571 0.0357 0.1071
chr3_158560152_158560354_MACS_peak_22421 0.8571 0.1429 0.0000
chr3_158561608_158561817_MACS_peak_22422 0.8214 0.1786 0.0000
chr3_159495266_159495595_MACS_peak_22424 0.7679 0.1071 0.1250
chr3_159495322_159495533_MACS_peak_13146 0.7857 0.1071 0.1071
chr3_18341872_18342165_MACS_peak_12175 0.9821 0.0000 0.0179
chr3_18465057_18465257_MACS_peak_20801 0.9821 0.0000 0.0179
chr3_18623942_18624218_MACS_peak_20802 0.8750 0.0179 0.1071
chr3_19162683_19163381_MACS_peak_20803 0.4821 0.0714 0.4464
chr3_19162876_19163454_MACS_peak_12176 0.5179 0.1250 0.3571
chr3_19187907_19188462_MACS_peak_12177 0.5179 0.1429 0.3393
chr3_19245696_19246011_MACS_peak_20806 0.9286 0.0357 0.0357
chr3_19258478_19258909_MACS_peak_20807 0.8214 0.0536 0.1250
chr3_19258594_19258827_MACS_peak_12178 0.8214 0.0536 0.1250
chr3_19411278_19411478_MACS_peak_20810 0.8929 0.0536 0.0536
chr3_19429680_19429990_MACS_peak_20811 0.9107 0.0536 0.0357
chr3_19523296_19523496_MACS_peak_12181 1.0000 0.0000 0.0000
chr3_19562660_19562986_MACS_peak_20815 0.8929 0.0179 0.0893
chr3_19894577_19894956_MACS_peak_12184 0.7321 0.0714 0.1964
chr3_19894596_19895379_MACS_peak_20817 0.6250 0.0714 0.3036
chr3_20034969_20035461_MACS_peak_12185 0.5000 0.0357 0.4643
chr3_20057526_20057983_MACS_peak_20820 0.6786 0.0179 0.3036
chr3_20057615_20058123_MACS_peak_12186 0.6607 0.0536 0.2857
chr3_20154661_20154881_MACS_peak_20822 0.8393 0.1250 0.0357
chr3_20154679_20155082_MACS_peak_12188 0.7500 0.1607 0.0893
chr3_20154958_20155259_MACS_peak_20823 0.8036 0.1071 0.0893
chr3_20243735_20244343_MACS_peak_20825 0.6250 0.0714 0.3036
chr3_21598253_21598453_MACS_peak_12189 0.9821 0.0179 0.0000
chr3_21911099_21911510_MACS_peak_20831 0.7857 0.0179 0.1964
chr3_21936004_21936280_MACS_peak_12192 0.8929 0.0536 0.0536
chr3_21936035_21936289_MACS_peak_20833 0.8929 0.0536 0.0536
chr3_21965609_21965845_MACS_peak_20835 0.8750 0.0357 0.0893
chr3_21987854_21988338_MACS_peak_12194 0.7679 0.1250 0.1071
chr3_21988304_21988504_MACS_peak_20837 0.8214 0.0893 0.0893
chr3_22142430_22142679_MACS_peak_20840 0.9286 0.0179 0.0536
chr3_22185871_22186208_MACS_peak_20842 0.9107 0.0536 0.0357
chr3_23732609_23732863_MACS_peak_20845 0.9643 0.0000 0.0357
chr3_25143953_25144247_MACS_peak_20846 0.9464 0.0179 0.0357
chr3_26993704_26993904_MACS_peak_20857 0.8929 0.0357 0.0714
chr3_27153507_27154136_MACS_peak_20862 0.6071 0.0714 0.3214
chr3_27153802_27154230_MACS_peak_12201 0.7143 0.0357 0.2500
chr3_27182760_27183152_MACS_peak_20863 0.6964 0.0714 0.2321
chr3_27182768_27183146_MACS_peak_12202 0.6964 0.0714 0.2321
chr3_27209587_27209787_MACS_peak_20865 0.9286 0.0357 0.0357
chr3_27210370_27210570_MACS_peak_20867 0.8214 0.0714 0.1071
chr3_27270609_27270809_MACS_peak_12203 0.9821 0.0179 0.0000
chr3_27317007_27317228_MACS_peak_12204 0.8571 0.0357 0.1071
chr3_27461991_27462259_MACS_peak_12205 1.0000 0.0000 0.0000
chr3_28026499_28026700_MACS_peak_20875 0.6786 0.2679 0.0536
chr3_28040989_28041189_MACS_peak_20876 0.9821 0.0000 0.0179
chr3_28070112_28070312_MACS_peak_20877 0.7857 0.1786 0.0357
chr3_28262662_28262965_MACS_peak_20880 0.8036 0.0893 0.1071
chr3_28263149_28263697_MACS_peak_20881 0.6429 0.1071 0.2500
chr3_28263154_28263642_MACS_peak_12208 0.6607 0.0893 0.2500
chr3_28502803_28503003_MACS_peak_20889 0.9464 0.0000 0.0536
chr3_28558246_28558636_MACS_peak_20890 0.8214 0.0000 0.1786
chr3_28805333_28805913_MACS_peak_20891 0.6607 0.0714 0.2679
chr3_28805385_28805741_MACS_peak_12210 0.7143 0.1071 0.1786
chr3_28814489_28814689_MACS_peak_20892 0.9464 0.0000 0.0536
chr3_3011329_3011529_MACS_peak_12119 0.9107 0.0893 0.0000
chr3_30508555_30508847_MACS_peak_12211 0.9643 0.0357 0.0000
chr3_30602006_30602840_MACS_peak_12213 0.5179 0.0536 0.4286
chr3_30602050_30603045_MACS_peak_20896 0.4821 0.0714 0.4464
chr3_30765752_30765952_MACS_peak_20898 0.7857 0.0357 0.1786
chr3_30855993_30856193_MACS_peak_12216 1.0000 0.0000 0.0000
chr3_30995431_30995657_MACS_peak_12219 0.8036 0.0714 0.1250
chr3_31057155_31057545_MACS_peak_20902 0.6786 0.1250 0.1964
chr3_31061228_31061659_MACS_peak_20904 0.6964 0.0714 0.2321
chr3_31093702_31093953_MACS_peak_20905 0.8393 0.1071 0.0536
chr3_31309584_31309784_MACS_peak_20908 0.9821 0.0000 0.0179
chr3_31393317_31393517_MACS_peak_20909 0.9821 0.0000 0.0179
chr3_32508769_32508989_MACS_peak_20915 0.8750 0.0357 0.0893
chr3_32698350_32698550_MACS_peak_20919 0.9464 0.0179 0.0357
chr3_32709181_32709381_MACS_peak_12235 0.8750 0.0893 0.0357
chr3_32736472_32737213_MACS_peak_12236 0.5714 0.0179 0.4107
chr3_32736511_32737216_MACS_peak_20921 0.5714 0.0179 0.4107
chr3_33182196_33182396_MACS_peak_12237 1.0000 0.0000 0.0000
chr3_33305443_33305643_MACS_peak_12238 1.0000 0.0000 0.0000
chr3_33799547_33800390_MACS_peak_12239 0.3750 0.0357 0.5893
chr3_33799570_33800294_MACS_peak_20927 0.3750 0.0536 0.5714
chr3_33956340_33956663_MACS_peak_20930 0.8750 0.0536 0.0714
chr3_34081120_34081488_MACS_peak_12241 0.8571 0.0536 0.0893
chr3_34081143_34081443_MACS_peak_20934 0.8571 0.0714 0.0714
chr3_34888197_34888397_MACS_peak_12242 0.9821 0.0179 0.0000
chr3_35234405_35234617_MACS_peak_12243 0.9821 0.0179 0.0000
chr3_35246314_35246526_MACS_peak_12244 0.9643 0.0357 0.0000
chr3_35318445_35318784_MACS_peak_12245 1.0000 0.0000 0.0000
chr3_35805915_35806198_MACS_peak_12248 1.0000 0.0000 0.0000
chr3_35923653_35923853_MACS_peak_20946 0.9286 0.0179 0.0536
chr3_35940100_35940405_MACS_peak_20948 0.9464 0.0179 0.0357
chr3_36000364_36000749_MACS_peak_20949 0.7857 0.0179 0.1964
chr3_36065815_36066352_MACS_peak_20951 0.6964 0.0714 0.2321
chr3_36065959_36066353_MACS_peak_12251 0.6964 0.0714 0.2321
chr3_36150981_36151215_MACS_peak_12252 1.0000 0.0000 0.0000
chr3_36151446_36151646_MACS_peak_20952 0.9464 0.0179 0.0357
chr3_36284183_36284494_MACS_peak_20954 0.9464 0.0179 0.0357
chr3_36409411_36409611_MACS_peak_12253 1.0000 0.0000 0.0000
chr3_36475428_36476072_MACS_peak_20956 0.4821 0.0357 0.4821
chr3_36475642_36476249_MACS_peak_12254 0.4821 0.0536 0.4643
chr3_36552545_36552745_MACS_peak_12255 0.9464 0.0179 0.0357
chr3_36571918_36572417_MACS_peak_12256 0.4821 0.0536 0.4643
chr3_36613319_36613603_MACS_peak_12257 0.9821 0.0000 0.0179
chr3_37063607_37063860_MACS_peak_20964 0.9643 0.0179 0.0179
chr3_37126447_37126647_MACS_peak_20965 0.9643 0.0357 0.0000
chr3_37204084_37204417_MACS_peak_20968 0.7679 0.0357 0.1964
chr3_37204168_37204490_MACS_peak_12260 0.7679 0.0536 0.1786
chr3_37233832_37234032_MACS_peak_12261 1.0000 0.0000 0.0000
chr3_37303558_37304196_MACS_peak_20969 0.7321 0.0357 0.2321
chr3_37312350_37312814_MACS_peak_12263 0.7500 0.0714 0.1786
chr3_37312510_37312900_MACS_peak_20970 0.7679 0.0536 0.1786
chr3_3756491_3756691_MACS_peak_20716 0.8393 0.1250 0.0357
chr3_37603460_37603915_MACS_peak_20976 0.8571 0.0000 0.1429
chr3_37605875_37606075_MACS_peak_20977 0.9107 0.0357 0.0536
chr3_37605887_37606356_MACS_peak_12266 0.9107 0.0179 0.0714
chr3_37639870_37640133_MACS_peak_12267 0.9821 0.0179 0.0000
chr3_37653849_37654191_MACS_peak_20979 0.8929 0.0536 0.0536
chr3_37687239_37687452_MACS_peak_12269 1.0000 0.0000 0.0000
chr3_37747899_37748099_MACS_peak_12271 0.9464 0.0357 0.0179
chr3_37748025_37748495_MACS_peak_20983 0.8750 0.0179 0.1071
chr3_37760762_37761071_MACS_peak_12272 0.9464 0.0179 0.0357
chr3_37762319_37762643_MACS_peak_20984 0.8929 0.0714 0.0357
chr3_37769281_37769548_MACS_peak_20985 0.8929 0.0000 0.1071
chr3_37805626_37806083_MACS_peak_20986 0.8571 0.0000 0.1429
chr3_37805784_37806103_MACS_peak_12273 0.8750 0.0357 0.0893
chr3_37940715_37940915_MACS_peak_12274 1.0000 0.0000 0.0000
chr3_37978625_37978830_MACS_peak_20988 0.9286 0.0000 0.0714
chr3_38280121_38280826_MACS_peak_12276 1.0000 0.0000 0.0000
chr3_38283559_38283808_MACS_peak_20990 0.9107 0.0179 0.0714
chr3_38371150_38371358_MACS_peak_20991 0.5000 0.3036 0.1964
chr3_38441018_38441218_MACS_peak_12278 1.0000 0.0000 0.0000
chr3_38817333_38817534_MACS_peak_20994 0.4286 0.4107 0.1607
chr3_38853788_38854035_MACS_peak_12280 1.0000 0.0000 0.0000
chr3_39924371_39924686_MACS_peak_20995 0.9643 0.0000 0.0357
chr3_39988955_39989157_MACS_peak_20996 0.9464 0.0000 0.0536
chr3_40480603_40480909_MACS_peak_20997 0.8929 0.0357 0.0714
chr3_40540711_40540997_MACS_peak_12283 0.8214 0.0893 0.0893
chr3_40540820_40541080_MACS_peak_20998 0.8393 0.0714 0.0893
chr3_40799759_40800463_MACS_peak_12286 0.7143 0.0357 0.2500
chr3_40799859_40800708_MACS_peak_21000 0.6250 0.1071 0.2679
chr3_40846530_40847124_MACS_peak_21001 0.6071 0.1071 0.2857
chr3_40846672_40847060_MACS_peak_12287 0.6429 0.1071 0.2500
chr3_40893877_40894349_MACS_peak_21002 0.6071 0.0893 0.3036
chr3_40893949_40894403_MACS_peak_12288 0.6071 0.0714 0.3214
chr3_40949278_40949995_MACS_peak_21004 0.5000 0.1429 0.3571
chr3_40949369_40949968_MACS_peak_12289 0.5000 0.1429 0.3571
chr3_40950671_40950871_MACS_peak_21005 0.8036 0.1250 0.0714
chr3_41408609_41408834_MACS_peak_12293 1.0000 0.0000 0.0000
chr3_41424288_41424490_MACS_peak_21009 0.9643 0.0357 0.0000
chr3_41522701_41523025_MACS_peak_21011 0.9107 0.0357 0.0536
chr3_41552770_41553088_MACS_peak_21012 0.7857 0.0536 0.1607
chr3_41564890_41565202_MACS_peak_12295 0.7143 0.1250 0.1607
chr3_41587183_41587507_MACS_peak_21017 0.8571 0.0714 0.0714
chr3_41587625_41587892_MACS_peak_21018 0.8036 0.0536 0.1429
chr3_41592629_41593073_MACS_peak_21019 0.8214 0.0179 0.1607
chr3_41604473_41604928_MACS_peak_21020 0.8214 0.0000 0.1786
chr3_41604692_41605160_MACS_peak_12296 0.8036 0.0893 0.1071
chr3_45381039_45381239_MACS_peak_21025 1.0000 0.0000 0.0000
chr3_45433273_45433473_MACS_peak_12301 1.0000 0.0000 0.0000
chr3_49093870_49094194_MACS_peak_21031 0.9107 0.0357 0.0536
chr3_49525250_49525712_MACS_peak_21032 0.8393 0.0179 0.1429
chr3_50307476_50307676_MACS_peak_12305 0.9643 0.0000 0.0357
chr3_50388315_50388606_MACS_peak_21033 0.7500 0.0714 0.1786
chr3_50628093_50628664_MACS_peak_21035 0.8214 0.0000 0.1786
chr3_50650081_50650323_MACS_peak_21036 0.8929 0.0357 0.0714
chr3_50661323_50661523_MACS_peak_12310 1.0000 0.0000 0.0000
chr3_50694760_50695071_MACS_peak_12312 1.0000 0.0000 0.0000
chr3_50717971_50718171_MACS_peak_21037 0.9821 0.0000 0.0179
chr3_50886968_50887294_MACS_peak_12313 1.0000 0.0000 0.0000
chr3_50906100_50906365_MACS_peak_12314 0.9643 0.0179 0.0179
chr3_51122595_51122848_MACS_peak_21039 0.8750 0.0179 0.1071
chr3_51224370_51225354_MACS_peak_21045 0.4286 0.0893 0.4821
chr3_51224550_51225193_MACS_peak_12318 0.5179 0.1786 0.3036
chr3_51234463_51234781_MACS_peak_21046 0.8571 0.0357 0.1071
chr3_51234542_51234748_MACS_peak_12319 0.8750 0.0179 0.1071
chr3_51275985_51276526_MACS_peak_12320 0.5000 0.1071 0.3929
chr3_51276056_51276447_MACS_peak_21047 0.5714 0.0714 0.3571
chr3_51289259_51289459_MACS_peak_12322 0.9286 0.0357 0.0357
chr3_51340690_51341132_MACS_peak_12323 0.5714 0.1786 0.2500
chr3_51358706_51358916_MACS_peak_12324 0.8393 0.0536 0.1071
chr3_51358987_51359187_MACS_peak_12325 0.8750 0.0714 0.0536
chr3_51396591_51396813_MACS_peak_21057 0.8393 0.0714 0.0893
chr3_51396640_51396871_MACS_peak_12329 0.8571 0.0893 0.0536
chr3_51408860_51409165_MACS_peak_12330 0.7857 0.1071 0.1071
chr3_51408974_51409380_MACS_peak_21058 0.8036 0.0179 0.1786
chr3_51416610_51416815_MACS_peak_21060 0.8750 0.0536 0.0714
chr3_51483783_51484394_MACS_peak_21061 0.3036 0.0893 0.6071
chr3_51483815_51484454_MACS_peak_12333 0.3214 0.0714 0.6071
chr3_51511026_51511280_MACS_peak_12334 0.9643 0.0357 0.0000
chr3_51554196_51554441_MACS_peak_12336 1.0000 0.0000 0.0000
chr3_51559681_51559881_MACS_peak_21063 0.8929 0.0893 0.0179
chr3_51560780_51560980_MACS_peak_21065 0.8214 0.1250 0.0536
chr3_51561062_51561386_MACS_peak_21066 0.7500 0.1250 0.1250
chr3_51652456_51652660_MACS_peak_12340 0.9464 0.0536 0.0000
chr3_51739332_51739532_MACS_peak_21069 0.9286 0.0357 0.0357
chr3_51745231_51745431_MACS_peak_12343 0.6786 0.1250 0.1964
chr3_51882054_51882368_MACS_peak_12344 0.9821 0.0179 0.0000
chr3_52007693_52008092_MACS_peak_12346 0.9464 0.0536 0.0000
chr3_52030072_52030482_MACS_peak_12347 0.9821 0.0000 0.0179
chr3_52088488_52088850_MACS_peak_21075 0.7321 0.0714 0.1964
chr3_52088539_52088785_MACS_peak_12349 0.7857 0.0357 0.1786
chr3_52103268_52103487_MACS_peak_12351 0.8393 0.0714 0.0893
chr3_52103417_52103617_MACS_peak_21077 0.8036 0.0893 0.1071
chr3_52176340_52176540_MACS_peak_21079 0.9286 0.0000 0.0714
chr3_52189237_52189561_MACS_peak_21081 0.9286 0.0179 0.0536
chr3_5219607_5219807_MACS_peak_20718 0.9821 0.0000 0.0179
chr3_52197953_52198288_MACS_peak_12354 0.6964 0.1429 0.1607
chr3_52198041_52198446_MACS_peak_21083 0.6786 0.1250 0.1964
chr3_52268005_52268209_MACS_peak_12356 0.7857 0.1607 0.0536
chr3_52299462_52299772_MACS_peak_21085 0.9643 0.0000 0.0357
chr3_52309029_52309250_MACS_peak_21086 0.9286 0.0000 0.0714
chr3_52323212_52323412_MACS_peak_12358 0.9643 0.0357 0.0000
chr3_52331791_52332115_MACS_peak_21087 0.9107 0.0000 0.0893
chr3_52343714_52343914_MACS_peak_12359 0.9464 0.0179 0.0357
chr3_52396137_52396346_MACS_peak_12360 1.0000 0.0000 0.0000
chr3_52444005_52444255_MACS_peak_21088 0.9107 0.0357 0.0536
chr3_52498950_52499158_MACS_peak_21089 0.8571 0.0179 0.1250
chr3_52523024_52523369_MACS_peak_12361 0.9821 0.0000 0.0179
chr3_52647882_52648315_MACS_peak_12364 1.0000 0.0000 0.0000
chr3_52801319_52801519_MACS_peak_12365 1.0000 0.0000 0.0000
chr3_52840490_52840749_MACS_peak_21092 0.8750 0.0893 0.0357
chr3_52844132_52844332_MACS_peak_12366 0.9821 0.0179 0.0000
chr3_52878326_52878684_MACS_peak_12367 0.7857 0.0357 0.1786
chr3_52878326_52878828_MACS_peak_21093 0.7857 0.0179 0.1964
chr3_52975302_52975547_MACS_peak_12368 0.9643 0.0000 0.0357
chr3_53016808_53017302_MACS_peak_21095 0.7500 0.0179 0.2321
chr3_53029789_53029989_MACS_peak_21096 0.9464 0.0179 0.0357
chr3_53041450_53041663_MACS_peak_12370 0.9821 0.0000 0.0179
chr3_53448401_53448636_MACS_peak_21097 0.9286 0.0000 0.0714
chr3_53462983_53463244_MACS_peak_12371 0.6607 0.1071 0.2321
chr3_53656620_53656903_MACS_peak_12373 0.9643 0.0000 0.0357
chr3_53863543_53864218_MACS_peak_21099 0.7143 0.0357 0.2500
chr3_5413699_5413899_MACS_peak_20719 0.9464 0.0179 0.0357
chr3_54567309_54567826_MACS_peak_12376 1.0000 0.0000 0.0000
chr3_54591990_54592347_MACS_peak_12377 1.0000 0.0000 0.0000
chr3_54692448_54692927_MACS_peak_21103 0.6429 0.0893 0.2679
chr3_54692570_54693051_MACS_peak_12378 0.6429 0.0893 0.2679
chr3_54719057_54719257_MACS_peak_21104 0.8929 0.0357 0.0714
chr3_54745860_54746181_MACS_peak_21107 0.9464 0.0000 0.0536
chr3_54807491_54807933_MACS_peak_12381 0.5000 0.0893 0.4107
chr3_55002869_55003112_MACS_peak_12384 1.0000 0.0000 0.0000
chr3_55111973_55112252_MACS_peak_12386 0.8393 0.0893 0.0714
chr3_55112032_55112287_MACS_peak_21109 0.8571 0.1071 0.0357
chr3_55439010_55439210_MACS_peak_21111 0.9286 0.0536 0.0179
chr3_55520538_55520862_MACS_peak_21112 0.9464 0.0000 0.0536
chr3_55652416_55652691_MACS_peak_21113 0.9107 0.0000 0.0893
chr3_55743873_55744156_MACS_peak_21115 0.8750 0.0536 0.0714
chr3_5575845_5576102_MACS_peak_12122 0.7321 0.1786 0.0893
chr3_5575898_5576614_MACS_peak_20720 0.5000 0.0714 0.4286
chr3_5576185_5576385_MACS_peak_12123 0.6607 0.1071 0.2321
chr3_55828940_55829141_MACS_peak_21116 0.9107 0.0179 0.0714
chr3_56727960_56728167_MACS_peak_21121 0.7500 0.2143 0.0357
chr3_57540642_57540842_MACS_peak_21124 0.9643 0.0000 0.0357
chr3_57574859_57575081_MACS_peak_12388 0.9643 0.0000 0.0357
chr3_57651405_57651823_MACS_peak_12390 0.8214 0.0714 0.1071
chr3_57735616_57736485_MACS_peak_21126 0.4643 0.0536 0.4821
chr3_57735629_57736320_MACS_peak_12391 0.5179 0.0357 0.4464
chr3_58415789_58416081_MACS_peak_21130 0.7500 0.1250 0.1250
chr3_58416329_58416691_MACS_peak_21131 0.6071 0.1964 0.1964
chr3_58416435_58416636_MACS_peak_12395 0.6786 0.1786 0.1429
chr3_58525373_58526163_MACS_peak_21135 0.6607 0.0536 0.2857
chr3_58525463_58526118_MACS_peak_12396 0.6607 0.0536 0.2857
chr3_58576514_58577328_MACS_peak_21136 0.6964 0.0179 0.2857
chr3_58576555_58576787_MACS_peak_12397 0.7857 0.0714 0.1429
chr3_58577002_58577245_MACS_peak_12398 0.8036 0.1250 0.0714
chr3_58655361_58655678_MACS_peak_21137 0.8929 0.0000 0.1071
chr3_58747796_58747996_MACS_peak_21141 0.9286 0.0357 0.0357
chr3_58914083_58914283_MACS_peak_12401 0.9821 0.0179 0.0000
chr3_59005535_59005801_MACS_peak_21142 0.9821 0.0179 0.0000
chr3_59006949_59007149_MACS_peak_12402 0.9821 0.0179 0.0000
chr3_59007203_59007448_MACS_peak_12403 0.9821 0.0000 0.0179
chr3_59080911_59081321_MACS_peak_21144 0.6607 0.1250 0.2143
chr3_59113844_59114645_MACS_peak_21145 0.5357 0.0536 0.4107
chr3_59133213_59133560_MACS_peak_21147 0.7857 0.0536 0.1607
chr3_59153600_59153886_MACS_peak_21148 0.8929 0.0357 0.0714
chr3_59175337_59175646_MACS_peak_21150 0.9107 0.0179 0.0714
chr3_59258036_59258400_MACS_peak_12406 0.9821 0.0179 0.0000
chr3_59260693_59261026_MACS_peak_21151 0.8393 0.0000 0.1607
chr3_59260811_59261110_MACS_peak_12407 0.9107 0.0000 0.0893
chr3_60080672_60081007_MACS_peak_21154 0.7500 0.0893 0.1607
chr3_60081689_60081901_MACS_peak_21155 0.8750 0.0536 0.0714
chr3_60111248_60111497_MACS_peak_21156 0.9464 0.0000 0.0536
chr3_60472549_60472749_MACS_peak_21158 0.9107 0.0714 0.0179
chr3_60472917_60473239_MACS_peak_21159 0.7500 0.0714 0.1786
chr3_60481925_60482182_MACS_peak_21160 0.9643 0.0000 0.0357
chr3_6049322_6050030_MACS_peak_20722 0.1607 0.0000 0.8393
chr3_6049630_6049926_MACS_peak_12126 0.1607 0.0000 0.8393
chr3_60501148_60501856_MACS_peak_21161 0.5893 0.0714 0.3393
chr3_60502458_60502700_MACS_peak_21162 0.8750 0.0893 0.0357
chr3_60516444_60516681_MACS_peak_12414 0.9821 0.0000 0.0179
chr3_60601640_60601840_MACS_peak_21163 0.9464 0.0000 0.0536
chr3_60785168_60785951_MACS_peak_21164 0.6250 0.0357 0.3393
chr3_60820083_60820380_MACS_peak_21165 0.8750 0.0179 0.1071
chr3_60848528_60848833_MACS_peak_21166 0.9464 0.0000 0.0536
chr3_61002413_61002932_MACS_peak_21167 0.7321 0.0536 0.2143
chr3_61002618_61002863_MACS_peak_12415 0.7321 0.0893 0.1786
chr3_61035727_61035928_MACS_peak_21168 0.9107 0.0179 0.0714
chr3_61363340_61364119_MACS_peak_21170 0.4107 0.1250 0.4643
chr3_61363682_61364078_MACS_peak_12416 0.4821 0.1964 0.3214
chr3_61396913_61397156_MACS_peak_21173 0.9286 0.0000 0.0714
chr3_61409696_61410248_MACS_peak_21174 0.6429 0.0893 0.2679
chr3_62458335_62458535_MACS_peak_21177 0.9286 0.0357 0.0357
chr3_62507011_62507308_MACS_peak_12420 0.9464 0.0357 0.0179
chr3_63295612_63295873_MACS_peak_21181 0.9643 0.0179 0.0179
chr3_63850818_63851258_MACS_peak_21184 0.9464 0.0357 0.0179
chr3_63905282_63905482_MACS_peak_21185 0.9464 0.0179 0.0357
chr3_63929052_63929263_MACS_peak_12421 0.8036 0.0893 0.1071
chr3_63964115_63964344_MACS_peak_21187 0.8750 0.1071 0.0179
chr3_63964425_63964923_MACS_peak_21188 0.7679 0.0893 0.1429
chr3_63964454_63965022_MACS_peak_12422 0.7679 0.0893 0.1429
chr3_63976033_63976277_MACS_peak_12423 0.7679 0.1250 0.1071
chr3_63976066_63976406_MACS_peak_21189 0.7857 0.1071 0.1071
chr3_65435049_65435534_MACS_peak_21195 0.6250 0.0357 0.3393
